name|productUrl|imageUrl|description|price|currency|TDProductId|TDCategoryID|TDCategoryName|merchantCategoryName|sku|shortDescription|promoText|previousPrice|warranty|availability|inStock|shippingCost|deliveryTime|weight|size|brand|model|ean|upc|isbn|condition|mpn|techSpecs|manufacturer|programName|programLogoPath|programId|advertiserProductUrl|fields
"ZORAIDE - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1389107829)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44487501%26tp%3D31059)"|"http://cdn.yoox.biz/44/44487501_2.JPG"|"Laces Perforated detailing Leather sole Covered spike heel Protective shoe bag No No platform not made of fur  Leather"|"149.00"|"GBP"|"1389107829"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44487501"|"ZORAIDE - FOOTWEAR - High-heeled sandals"|""|"495.00"|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"2,3,4,4.5,5,5.5,6,6.5,7"|"ZORAIDE"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44487501&tp=31059"|"color:Black - Ivory;largeimage:http://cdn.yoox.biz/44/44487501YV_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44487501YV_12_F.JPG;sex:WOMEN"
"MAISON MARTIN MARGIELA 22 - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1389108529)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44524106%26tp%3D31059)"|"http://cdn.yoox.biz/44/44524106_2.JPG"|"Round toeline Side buckle closure Solid colour Rubber heel Rubber sole No appliqu&#233;s Stitching Yes No platform not made of fur Sandals  Rubber"|"265.00"|"GBP"|"1389108529"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44524106"|"MAISON MARTIN MARGIELA 22 - FOOTWEAR - High-heeled sandals"|""|""|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"3,4,4.5,5,6,7,8"|"MAISON MARTIN MARGIELA 22"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44524106&tp=31059"|"color:Apricot;largeimage:http://cdn.yoox.biz/44/44524106ST_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44524106ST_12_F.JPG;sex:WOMEN"
"GIVENCHY - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1392501889)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44536614%26tp%3D31059)"|"http://cdn.yoox.biz/44/44536614_2.JPG"|"Varnished effect Solid colour Rear zip closure Elasticised gores Round toeline No appliqu&#233;s Leather sole Covered spike heel No No platform not made of fur Sandals  Soft leather"|"256.00"|"GBP"|"1392501889"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44536614"|"GIVENCHY - FOOTWEAR - High-heeled sandals"|""|""|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"2,3,4,5,6"|"GIVENCHY"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44536614&tp=31059"|"color:Black;largeimage:http://cdn.yoox.biz/44/44536614WD_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44536614WD_12_F.JPG;sex:WOMEN"
"IXOS - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1393801439)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44554388%26tp%3D31059)"|"http://cdn.yoox.biz/44/44554388_2.JPG"|"Solid colour Round toeline No appliqu&#233;s Leather sole Kitten heel No No platform not made of fur Sandals  Soft leather"|"130.00"|"GBP"|"1393801439"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44554388"|"IXOS - FOOTWEAR - High-heeled sandals"|""|""|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"5,5.5,6,7,8"|"IXOS"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44554388&tp=31059"|"color:Slate blue;largeimage:http://cdn.yoox.biz/44/44554388MU_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44554388MU_12_F.JPG;sex:WOMEN"
"GIUSEPPE ZANOTTI DESIGN - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1401386345)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44539208%26tp%3D31059)"|"http://cdn.yoox.biz/44/44539208_2.JPG"|"Varnished effect Solid colour Round toeline Bow detailing Side buckle closure Leather sole Covered spike heel No No platform not made of fur Sandals  Soft leather"|"235.00"|"GBP"|"1401386345"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44539208"|"GIUSEPPE ZANOTTI DESIGN - FOOTWEAR - High-heeled sandals"|""|""|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"3,4,4.5,5,5.5,6,7"|"GIUSEPPE ZANOTTI DESIGN"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44539208&tp=31059"|"color:Black;largeimage:http://cdn.yoox.biz/44/44539208GS_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44539208GS_12_F.JPG;sex:WOMEN"
"GIUSEPPE ZANOTTI DESIGN - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1401386347)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44539211%26tp%3D31059)"|"http://cdn.yoox.biz/44/44539211_2.JPG"|"Varnished effect Solid colour Side buckle closure Round toeline No appliqu&#233;s Leather sole Covered spike heel No No platform not made of fur Sandals  Soft leather"|"230.00"|"GBP"|"1401386347"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44539211"|"GIUSEPPE ZANOTTI DESIGN - FOOTWEAR - High-heeled sandals"|""|""|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"3,4,4.5,5,5.5,6,7,8"|"GIUSEPPE ZANOTTI DESIGN"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44539211&tp=31059"|"color:Black;largeimage:http://cdn.yoox.biz/44/44539211RT_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44539211RT_12_F.JPG;sex:WOMEN"
"GIANVITO ROSSI - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1401386539)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44540990%26tp%3D31059)"|"http://cdn.yoox.biz/44/44540990_2.JPG"|"Jacquard Two-tone pattern Side buckle closure Round toeline No appliqu&#233;s Leather sole Covered stiletto Jacquard No No platform not made of fur Sandals  Textile fibres"|"205.00"|"GBP"|"1401386539"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44540990"|"GIANVITO ROSSI - FOOTWEAR - High-heeled sandals"|""|""|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"1,2,3,3.5,4.5,5,5.5,6,6.5,7,8"|"GIANVITO ROSSI"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44540990&tp=31059"|"color:Black;largeimage:http://cdn.yoox.biz/44/44540990OJ_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44540990OJ_12_F.JPG;sex:WOMEN"
"MAISON MARTIN MARGIELA 22 - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1418905975)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44539876%26tp%3D31059)"|"http://cdn.yoox.biz/44/44539876_2.JPG"|"Solid colour Side buckle closure Round toeline No appliqu&#233;s Leather sole Cone heel No No platform not made of fur Sandals  Ponyskin"|"295.00"|"GBP"|"1418905975"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44539876"|"MAISON MARTIN MARGIELA 22 - FOOTWEAR - High-heeled sandals"|""|""|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"2,3,4,5,6,7"|"MAISON MARTIN MARGIELA 22"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44539876&tp=31059"|"color:Beige;largeimage:http://cdn.yoox.biz/44/44539876ET_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44539876ET_12_F.JPG;sex:WOMEN"
"PANTANETTI - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1426234347)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44566613%26tp%3D31059)"|"http://cdn.yoox.biz/44/44566613_2.JPG"|"Laser cut Solid colour Buckling ankle strap closure Round toeline No appliqu&#233;s Leather sole Wooden heel No No platform not made of fur Sandals  Soft leather"|"115.00"|"GBP"|"1426234347"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44566613"|"PANTANETTI - FOOTWEAR - High-heeled sandals"|""|""|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"3,4,5,6,7,8"|"PANTANETTI"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44566613&tp=31059"|"color:Grey;largeimage:http://cdn.yoox.biz/44/44566613CR_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44566613CR_12_F.JPG;sex:WOMEN"
"PANTANETTI - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1446936179)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44566662%26tp%3D31059)"|"http://cdn.yoox.biz/44/44566662_2.JPG"|"Nabuk Solid colour Buckling ankle strap closure Round toeline No appliqu&#233;s Leather sole Wooden heel Nabuk No No platform not made of fur Sandals  Soft leather"|"120.00"|"GBP"|"1446936179"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44566662"|"PANTANETTI - FOOTWEAR - High-heeled sandals"|""|""|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"4.5,5,5.5,6,7,8"|"PANTANETTI"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44566662&tp=31059"|"color:Grey;largeimage:http://cdn.yoox.biz/44/44566662NQ_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44566662NQ_12_F.JPG;sex:WOMEN"
"MICHAEL KORS - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1446936455)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44569476%26tp%3D31059)"|"http://cdn.yoox.biz/44/44569476_2.JPG"|"Solid colour Side buckle closure Round toeline No appliqu&#233;s Leather sole Stiletto heel No No platform not made of fur Sandals  Calf-skin leather"|"360.00"|"GBP"|"1446936455"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44569476"|"MICHAEL KORS - FOOTWEAR - High-heeled sandals"|""|""|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"3,4.5,5,5.5,6,6.5,7,8"|"MICHAEL KORS"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44569476&tp=31059"|"color:Rust - Black;largeimage:http://cdn.yoox.biz/44/44569476FJ_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44569476FJ_12_F.JPG;sex:WOMEN"
"KENZO - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1471506749)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44548716%26tp%3D31059)"|"http://cdn.yoox.biz/44/44548716_2.JPG"|"Sueded Multicolour Pattern Elasticised gores Round toeline No appliqu&#233;s Leather sole Square heel No No platform not made of fur Sandals  Soft leather"|"200.00"|"GBP"|"1471506749"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44548716"|"KENZO - FOOTWEAR - High-heeled sandals"|""|""|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"2,3,4,5,6"|"KENZO"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44548716&tp=31059"|"color:Dark green - Dark purple;largeimage:http://cdn.yoox.biz/44/44548716RH_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44548716RH_12_F.JPG;sex:WOMEN"
"CHARLES JOURDAN - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1480652115)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44500585%26tp%3D31059)"|"http://cdn.yoox.biz/44/44500585_2.JPG"|"Sueded Solid colour Buckling ankle strap closure Round toeline Cut-out detailing Rhinestone detailing Leather sole Covered spike heel No No platform not made of fur Sandals  Soft leather"|"79.00"|"GBP"|"1480652115"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44500585"|"CHARLES JOURDAN - FOOTWEAR - High-heeled sandals"|""|"170.00"|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"3,4.5,5,5.5,6.5,7"|"CHARLES JOURDAN"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44500585&tp=31059"|"color:Black - Beige;largeimage:http://cdn.yoox.biz/44/44500585NP_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44500585NP_12_F.JPG;sex:WOMEN"
"ALBERTO FERMANI - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1492372295)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44499843%26tp%3D31059)"|"http://cdn.yoox.biz/44/44499843_2.JPG"|"Solid colour Side buckle closure Round toeline Perforated detailing Stitching No appliqu&#233;s Leather sole Covered cone heel No No platform not made of fur Sandals  Soft leather"|"49.00"|"GBP"|"1492372295"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44499843"|"ALBERTO FERMANI - FOOTWEAR - High-heeled sandals"|""|"97.00"|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"3,4,6,7"|"ALBERTO FERMANI"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44499843&tp=31059"|"color:Dove grey;largeimage:http://cdn.yoox.biz/44/44499843KM_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44499843KM_12_F.JPG;sex:WOMEN"
"APEPAZZA - FOOTWEAR - Ballet flats"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(969739585)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44393390%26tp%3D31059)"|"http://cdn.yoox.biz/44/44393390_2.JPG"|"Sueded Elasticised gores Round toeline Beaded detailing Leather sole No No  Soft leather"|"45.00"|"GBP"|"969739585"|"760"|"Women shoes"|"FOOTWEAR_Ballet flats_D"|"44393390"|"APEPAZZA - FOOTWEAR - Ballet flats"|""|"84.00"|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"3,4,5,6"|"APEPAZZA"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44393390&tp=31059"|"color:Sky blue - Black - Red - Green - Beige - Khaki;largeimage:http://cdn.yoox.biz/44/44393390AE_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44393390AE_12_F.JPG;sex:WOMEN"
"CALVIN KLEIN COLLECTION - FOOTWEAR - Ballet flats"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1138547713)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44452558%26tp%3D31059)"|"http://cdn.yoox.biz/44/44452558_2.JPG"|"Solid colour Round toeline No appliqu&#233;s No heel Leather sole No No Non contiene Pelliccia Ballet flats  Skate fish skin"|"85.00"|"GBP"|"1138547713"|"760"|"Women shoes"|"FOOTWEAR_Ballet flats_D"|"44452558"|"CALVIN KLEIN COLLECTION - FOOTWEAR - Ballet flats"|""|"185.00"|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"3,4,5,6,7,8"|"CALVIN KLEIN COLLECTION"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44452558&tp=31059"|"color:Deep purple - Black - Orange - Yellow;largeimage:http://cdn.yoox.biz/44/44452558BM_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44452558BM_12_F.JPG;sex:WOMEN"
"REPLAY - FOOTWEAR - Ballet flats"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1162982455)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44479618%26tp%3D31059)"|"http://cdn.yoox.biz/44/44479618_2.JPG"|"Plain weave Varnished effect Two-tone pattern Round toeline Embroidered logo Rubber sole No heel Plain weave No No platform not made of fur Ballet flats  Faux leather, Textile fibres"|"32.00"|"GBP"|"1162982455"|"760"|"Women shoes"|"FOOTWEAR_Ballet flats_D"|"44479618"|"REPLAY - FOOTWEAR - Ballet flats"|""|"46.00"|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"2,3,4,5,7"|"REPLAY"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44479618&tp=31059"|"color:Turquoise - Dove grey - Light grey;largeimage:http://cdn.yoox.biz/44/44479618SJ_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44479618SJ_12_F.JPG;sex:WOMEN"
"REPLAY - FOOTWEAR - Ballet flats"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1162982529)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44479673%26tp%3D31059)"|"http://cdn.yoox.biz/44/44479673_2.JPG"|"Satin Varnished effect Solid colour Round toeline Bow detailing Embroidered logo Rubber cleated sole No heel Satin No No platform not made of fur Ballet flats  Faux leather, Textile fibres"|"29.00"|"GBP"|"1162982529"|"760"|"Women shoes"|"FOOTWEAR_Ballet flats_D"|"44479673"|"REPLAY - FOOTWEAR - Ballet flats"|""|"46.00"|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"3,4,5"|"REPLAY"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44479673&tp=31059"|"color:White;largeimage:http://cdn.yoox.biz/44/44479673QR_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44479673QR_12_F.JPG;sex:WOMEN"
"CAFE'NOIR - FOOTWEAR - Ballet flats"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1182530653)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44454730%26tp%3D31059)"|"http://cdn.yoox.biz/44/44454730_2.JPG"|"Satin Grosgrain Polka dots Round toeline Flower application Rubber sole Flat heel Satin Grosgrain No No platform not made of fur Ballet flats  Textile fibres"|"25.00"|"GBP"|"1182530653"|"760"|"Women shoes"|"FOOTWEAR_Ballet flats_D"|"44454730"|"CAFE'NOIR - FOOTWEAR - Ballet flats"|""|"39.00"|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"3,4,5,6,7"|"CAFE'NOIR"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44454730&tp=31059"|"color:Black - White;largeimage:http://cdn.yoox.biz/44/44454730VV_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44454730VV_12_F.JPG;sex:WOMEN"
"PAUL FRANK - FOOTWEAR - Ballet flats"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1182532283)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44474341%26tp%3D31059)"|"http://cdn.yoox.biz/44/44474341_2.JPG"|"Solid colour Round toeline Bow detailing Rubber sole No heel No No platform not made of fur Ballet flats  PVC"|"20.00"|"GBP"|"1182532283"|"760"|"Women shoes"|"FOOTWEAR_Ballet flats_D"|"44474341"|"PAUL FRANK - FOOTWEAR - Ballet flats"|""|"45.00"|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"3,4,5,6,7"|"PAUL FRANK"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44474341&tp=31059"|"color:Fuchsia - White - Turquoise;largeimage:http://cdn.yoox.biz/44/44474341DU_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44474341DU_12_F.JPG;sex:WOMEN"
"EMMA LOU - FOOTWEAR - Ballet flats"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1182533593)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44484162%26tp%3D31059)"|"http://cdn.yoox.biz/44/44484162_2.JPG"|"Sueded Solid colour Round toeline Small studs Leather sole Flat heel No No platform not made of fur Ballet flats  Soft leather"|"42.00"|"GBP"|"1182533593"|"760"|"Women shoes"|"FOOTWEAR_Ballet flats_D"|"44484162"|"EMMA LOU - FOOTWEAR - Ballet flats"|""|"105.00"|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"2,3,4,5,6,7"|"EMMA LOU"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44484162&tp=31059"|"color:Beige - Red - Light green - Black;largeimage:http://cdn.yoox.biz/44/44484162RK_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44484162RK_12_F.JPG;sex:WOMEN"
"NANDO MUZI - FOOTWEAR - Ballet flats"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1182535563)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44491242%26tp%3D31059)"|"http://cdn.yoox.biz/44/44491242_2.JPG"|"Solid colour Round toeline No appliqu&#233;s Leather/rubber sole No heel No No platform not made of fur Ballet flats  Artificial fibres, Soft leather"|"69.00"|"GBP"|"1182535563"|"760"|"Women shoes"|"FOOTWEAR_Ballet flats_D"|"44491242"|"NANDO MUZI - FOOTWEAR - Ballet flats"|""|"150.00"|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5"|"NANDO MUZI"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44491242&tp=31059"|"color:Beige - Red - White - Black;largeimage:http://cdn.yoox.biz/44/44491242LV_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44491242LV_12_F.JPG;sex:WOMEN"
"CH?RIE AMOUR - FOOTWEAR - Ballet flats"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1212074693)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44495509%26tp%3D31059)"|"http://cdn.yoox.biz/44/44495509_2.JPG"|"Canvas Solid colour Round toeline No appliqu&#233;s Leather/rubber sole Flat heel Canvas No No platform not made of fur Ballet flats  Canvas"|"42.00"|"GBP"|"1212074693"|"760"|"Women shoes"|"FOOTWEAR_Ballet flats_D"|"44495509"|"CH?RIE AMOUR - FOOTWEAR - Ballet flats"|""|"118.00"|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"2,3,4,5,6,7,8"|"CH?RIE AMOUR"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44495509&tp=31059"|"color:Yellow - Ivory - Light green;largeimage:http://cdn.yoox.biz/44/44495509AU_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44495509AU_12_F.JPG;sex:WOMEN"
"ALEXANDER WANG Boots Ankle boots on shoescribe.com"|"http://pdt.tradedoubler.com/click?a(2332345)p(219499)prod(1039664949)ttid(5)url(http%3A%2F%2Fwww.shoescribe.com%2Fitem.asp%3Fcod10%3D44437143GK%26tp%3D35352%26utm_source%3Ddirect_uk%26utm_medium%3Daffiliazione%26utm_campaign%3Dfeed_uk)"|"http://cdn.yoox.biz/44/44437143_11_F.jpg"|"Elasticised gores Narrow toeline Leather sole Wooden heel Protective shoe bag Lined interior No No"|"485.00"|"GBP"|"1039664949"|"760"|"Women shoes"|"Boots_Ankle boots_D"|""|"ALEXANDER WANG Boots Ankle boots on shoescribe.com"|""|"485.00"|""|"Now"|"1"|" Standard: 0  "|"Standard: Delivery in 4-6 working days - Express: Delivery in 1-3 working days"|""|"4.5,5,7.5"|"ALEXANDER WANG"|""|""|""|""|""|""|""|""|"Shoescribe UK"|""|"219499"|"http://www.shoescribe.com/item.asp?cod10=44437143GK&tp=35352&utm_source=direct_uk&utm_medium=affiliazione&utm_campaign=feed_uk"|"colori:Black;season:AI13;sex:WOMAN;shippingCost:0;shippingCostExpress:16.00;stilista:ALEXANDER WANG"
